station_idx,station_name,lat,lon,station_time,aqi,pm25,pm10,o3,no2,so2,co,t,h,p,w,aqi_next1h,aqi_lag1,aqi_lag3,pm25_lag1,pm10_lag1,t_lag1,h_lag1
1540,Zhuhai (珠海),22.270715,113.576726,2025-11-23 12:00:00,127,127.0,57.0,43.9,22.0,5.1,6.4,25.0,56.0,1020.0,4.6,127.0,127.0,151.0,127.0,57.0,25.0,56.0
1540,Zhuhai (珠海),22.270715,113.576726,2025-11-23 12:00:00,127,127.0,57.0,43.9,22.0,5.1,6.4,25.0,56.0,1020.0,4.6,127.0,127.0,151.0,127.0,57.0,25.0,56.0
1540,Zhuhai (珠海),22.270715,113.576726,2025-11-23 12:00:00,127,127.0,57.0,43.9,22.0,5.1,6.4,25.0,56.0,1020.0,4.6,132.0,127.0,127.0,127.0,57.0,25.0,56.0
1547,Dongguan (东莞),23.020536,113.751765,2025-11-23 11:00:00,104,104.0,45.0,30.9,14.7,8.2,6.4,22.0,40.0,1022.0,4.6,85.0,104.0,,104.0,45.0,22.0,40.0
1547,Dongguan (东莞),23.020536,113.751765,2025-11-23 12:00:00,85,85.0,43.0,39.8,8.3,5.1,4.6,25.0,33.0,1020.0,2.5,85.0,104.0,,104.0,45.0,22.0,40.0
1547,Dongguan (东莞),23.020536,113.751765,2025-11-23 12:00:00,85,85.0,43.0,39.8,8.3,5.1,4.6,25.0,33.0,1020.0,2.5,85.0,85.0,104.0,85.0,43.0,25.0,33.0
1547,Dongguan (东莞),23.020536,113.751765,2025-11-23 12:00:00,85,85.0,43.0,39.8,8.3,5.1,4.6,25.0,33.0,1020.0,2.5,85.0,85.0,104.0,85.0,43.0,25.0,33.0
1547,Dongguan (东莞),23.020536,113.751765,2025-11-23 12:00:00,85,85.0,43.0,39.8,8.3,5.1,4.6,25.0,33.0,1020.0,2.5,91.0,85.0,85.0,85.0,43.0,25.0,33.0
1567,Yuxi (玉溪),24.352036,102.546543,2025-11-23 11:00:00,114,114.0,48.0,7.4,14.2,2.1,11.8,11.0,71.0,1028.0,5.6,149.0,114.0,,114.0,48.0,11.0,71.0
1567,Yuxi (玉溪),24.352036,102.546543,2025-11-23 12:00:00,149,149.0,44.0,11.0,15.1,2.6,16.3,13.0,62.0,1027.0,6.6,149.0,114.0,,114.0,48.0,11.0,71.0
1567,Yuxi (玉溪),24.352036,102.546543,2025-11-23 12:00:00,149,149.0,44.0,11.0,15.1,2.6,16.3,13.0,62.0,1027.0,6.6,149.0,149.0,114.0,149.0,44.0,13.0,62.0
1567,Yuxi (玉溪),24.352036,102.546543,2025-11-23 12:00:00,149,149.0,44.0,11.0,15.1,2.6,16.3,13.0,62.0,1027.0,6.6,149.0,149.0,114.0,149.0,44.0,13.0,62.0
1567,Yuxi (玉溪),24.352036,102.546543,2025-11-23 12:00:00,149,149.0,44.0,11.0,15.1,2.6,16.3,13.0,62.0,1027.0,6.6,50.0,149.0,149.0,149.0,44.0,13.0,62.0
1583,"Hanoi, Vietnam (Hà Nội)",21.0491,105.8831,2025-11-23 10:00:00,159,159.0,95.0,,1.0,15.0,6.0,23.0,56.0,1022.0,2.0,156.0,159.0,,159.0,95.0,23.0,56.0
1583,"Hanoi, Vietnam (Hà Nội)",21.0491,105.8831,2025-11-23 11:00:00,156,156.0,94.0,,1.0,16.0,5.0,24.0,50.0,1022.0,2.0,156.0,159.0,,159.0,95.0,23.0,56.0
1583,"Hanoi, Vietnam (Hà Nội)",21.0491,105.8831,2025-11-23 11:00:00,156,156.0,94.0,,1.0,16.0,5.0,24.0,50.0,1022.0,2.0,156.0,156.0,159.0,156.0,94.0,24.0,50.0
1583,"Hanoi, Vietnam (Hà Nội)",21.0491,105.8831,2025-11-23 11:00:00,156,156.0,94.0,,1.0,16.0,5.0,24.0,50.0,1022.0,2.0,156.0,156.0,159.0,156.0,94.0,24.0,50.0
1583,"Hanoi, Vietnam (Hà Nội)",21.0491,105.8831,2025-11-23 11:00:00,156,156.0,94.0,,1.0,16.0,5.0,24.0,50.0,1022.0,2.0,115.0,156.0,156.0,156.0,94.0,24.0,50.0
1583,"Hanoi, Vietnam (Hà Nội)",21.0491,105.8831,2025-11-23 13:00:00,115,115.0,72.0,,1.0,14.0,3.0,25.0,47.0,1020.0,2.0,115.0,156.0,156.0,156.0,94.0,24.0,50.0
1606,"Longtan, Taiwan (龍潭)",24.863869,121.21635,2025-11-23 11:00:00,53,53.0,22.0,30.5,6.2,1.2,3.0,21.5,75.0,1020.0,2.0,38.0,53.0,,53.0,22.0,21.5,75.0
1606,"Longtan, Taiwan (龍潭)",24.863869,121.21635,2025-11-23 12:00:00,38,38.0,20.0,36.6,5.5,1.6,2.7,23.3,68.0,1019.0,1.4,38.0,53.0,,53.0,22.0,21.5,75.0
1606,"Longtan, Taiwan (龍潭)",24.863869,121.21635,2025-11-23 12:00:00,38,38.0,20.0,36.6,5.5,1.6,2.7,23.3,68.0,1019.0,1.4,38.0,38.0,53.0,38.0,20.0,23.3,68.0
1606,"Longtan, Taiwan (龍潭)",24.863869,121.21635,2025-11-23 12:00:00,38,38.0,20.0,36.6,5.5,1.6,2.7,23.3,68.0,1019.0,1.4,38.0,38.0,53.0,38.0,20.0,23.3,68.0
1606,"Longtan, Taiwan (龍潭)",24.863869,121.21635,2025-11-23 12:00:00,38,38.0,20.0,36.6,5.5,1.6,2.7,23.3,68.0,1019.0,1.4,40.0,38.0,38.0,38.0,20.0,23.3,68.0
1609,"Hsinchu, Taiwan (新竹)",24.805619,120.972075,2025-11-23 11:00:00,55,55.0,26.0,35.4,7.0,2.3,2.8,23.3,73.0,1020.0,0.8,57.0,55.0,,55.0,26.0,23.3,73.0
1609,"Hsinchu, Taiwan (新竹)",24.805619,120.972075,2025-11-23 12:00:00,57,57.0,28.0,39.4,6.0,2.3,2.7,24.5,70.0,1019.0,1.0,57.0,55.0,,55.0,26.0,23.3,73.0
1609,"Hsinchu, Taiwan (新竹)",24.805619,120.972075,2025-11-23 12:00:00,57,57.0,28.0,39.4,6.0,2.3,2.7,24.5,70.0,1019.0,1.0,57.0,57.0,55.0,57.0,28.0,24.5,70.0
