global_uid,global_aqi_snapshot,global_snapshot_utc,station_idx,station_name,station_url,lat,lon,aqi,dominentpol,pm25,pm10,o3,no2,so2,co,t,h,p,w,dew,rain,uv,station_time,station_tz,station_unix,ingested_at_utc
13651,89.0,2025-11-24 20:43:16,13651,"Semarang, Indonesia",https://aqicn.org/city/indonesia/semarang,-6.985,110.381,94,pm25,94.0,,,,,,26.4,86.2,1008.4,1.0,23.9,0.6,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:25
13650,19.0,2025-11-24 20:43:16,13650,"Pesawaran, Indonesia",https://aqicn.org/city/indonesia/pesawaran,-5.17,105.178,15,pm25,15.0,,,,,,26.5,71.8,999.9,2.0,21.0,99.3,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:26
13653,67.0,2025-11-24 20:43:16,13653,"Sleman, Indonesia",https://aqicn.org/city/indonesia/sleman,-7.731,110.354,94,pm25,94.0,,,,,,26.4,86.2,1008.4,1.0,23.9,0.6,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:26
10490,45.0,2025-11-24 20:43:16,10490,"Pangkalanbun, Indonesia",https://aqicn.org/city/indonesia/pangkalanbun,-2.676583,111.626448,56,pm25,56.0,,,,,,24.5,97.0,1006.2,1.5,24.0,1.0,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:26
13647,59.0,2025-11-24 20:43:16,13647,"Malang, Indonesia",https://aqicn.org/city/indonesia/malang,-7.9551897,112.6119383,44,pm25,44.0,,,,,,27.2,74.2,1008.3,3.0,22.2,99.2,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:27
13655,56.0,2025-11-24 20:43:16,13655,"Supadio, Indonesia",https://aqicn.org/city/indonesia/supadio,-0.14,109.45,56,pm25,56.0,,,,,,25.0,100.0,1008.0,1.5,25.0,,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:27
14903,79.0,2025-11-24 20:43:16,14903,"Talang Betutu Palembang, Indonesia",https://aqicn.org/city/indonesia/talang-betutu-palembang,-2.94,104.7,79,pm25,79.0,,,,,,26.8,85.7,1007.8,0.5,24.2,99.0,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:28
11755,,2025-11-24 20:43:16,8288,"Pekanbaru, Indonesia",https://aqicn.org/city/indonesia/pekanbaru,0.46667,101.4666,85,pm25,85.0,,,,,,24.0,94.0,1008.0,0.5,23.0,,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:28
13841,31.0,2025-11-24 20:43:16,13841,"Maros, Indonesia",https://aqicn.org/city/indonesia/maros,-4.997,119.57,107,pm25,107.0,,,,,,26.8,85.2,1006.2,0.5,24.1,0.5,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:29
8294,25.0,2025-11-24 20:43:16,8294,"Kemayoran, Indonesia",https://aqicn.org/city/indonesia/kemayoran,-6.155,106.846,75,pm25,75.0,,,,,,27.0,74.0,1009.0,3.0,22.0,,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:29
8293,90.0,2025-11-24 20:43:16,8293,"Samarinda, Indonesia",https://aqicn.org/city/indonesia/samarinda,-0.4825,117.1563,35,pm25,35.0,,,,,,27.0,94.0,1007.0,2.0,26.0,,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:29
13644,59.0,2025-11-24 20:43:16,13644,"Bengkulu, Indonesia",https://aqicn.org/city/indonesia/bengkulu,-3.865,102.312,1,pm25,1.0,,,,,,25.5,91.4,1008.2,1.0,24.0,99.0,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:30
1868,79.0,2025-11-24 20:43:16,1868,"Provincial Administrative Stadium, Lamphun, Thailand (สนามกีฬาองค์การบริหารส่วนจังหวัดลำพูน)",https://aqicn.org/city/thailand/lamphun/provincial-administrative-stadium,18.567194,99.038639,97,pm25,97.0,82.0,14.6,7.5,0.6,,12.5,90.0,1016.0,0.5,11.0,,,2025-11-29 03:00:00,+07:00,1764385200,2025-11-28 21:09:31
8289,85.0,2025-11-24 20:43:16,8289,"Jambi, Indonesia",https://aqicn.org/city/indonesia/jambi,-1.6318964,103.6414547,46,pm25,46.0,,,,,,24.6,93.6,1006.2,1.5,23.5,99.6,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:31
6818,87.0,2025-11-24 20:43:16,6818,"Regional Environmental Office 8, Thailand (สำนักงานสิ่งแวดล้อมภาคที่ 8 ราชบุรี)",https://aqicn.org/city/thailand/regional-environmental-office-8,13.5234,99.814082,118,pm25,118.0,25.0,5.6,2.9,0.6,0.1,20.0,60.0,1012.0,1.5,12.0,,,2025-11-29 03:00:00,+07:00,1764385200,2025-11-28 21:09:31
8292,14.0,2025-11-24 20:43:16,8292,"Banjarbaru, Indonesia",https://aqicn.org/city/indonesia/banjarbaru,-3.475,114.856,86,pm25,86.0,,,,,,26.0,100.0,1007.0,1.0,26.0,,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:32
13645,23.0,2025-11-24 20:43:16,13645,"Kotabaru, Indonesia",https://aqicn.org/city/indonesia/kotabaru,-3.3,116.17,30,pm25,30.0,,,,,,26.5,89.3,1007.1,1.0,24.6,5.5,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:33
8342,27.0,2025-11-24 20:43:16,8342,"Palangka Raya, Indonesia",https://aqicn.org/city/indonesia/palangkaraya,-2.22611,113.945,40,pm25,40.0,,,,,,,,,,,,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:33
1827,,2025-11-24 20:43:16,13628,"Polytechnic College, Trang, Thailand (วิทยาลัยสารพัดช่างตรัง)",https://aqicn.org/city/thailand/trang/polytechnic-college,7.570238,99.588743,72,pm25,72.0,25.0,,1.8,0.6,0.1,23.0,78.0,1010.0,2.0,19.0,,,2025-11-29 03:00:00,+07:00,1764385200,2025-11-28 21:09:33
1828,60.0,2025-11-24 20:43:16,1828,"Natural Resources and Environment Office, Chiangrai, Thailand (สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดเชียงราย)",https://aqicn.org/city/thailand/chiangrai/natural-resources-and-environment-office,19.909217,99.823467,66,pm25,66.0,25.0,12.7,0.6,,0.1,11.1,90.6,981.3,0.5,,,,2025-11-29 03:00:00,+07:00,1764385200,2025-11-28 21:09:33
13654,,2025-11-24 20:43:16,13654,"Sorong, Indonesia",https://aqicn.org/city/indonesia/sorong,-0.8634105,131.2544805,31,pm25,31.0,,,,,,25.5,98.2,1007.7,1.0,25.2,99.2,,2025-11-29 01:00:00,+07:00,1764378000,2025-11-28 21:09:33
1823,66.0,2025-11-24 20:43:16,1823,"Lampang Meteorological Station, Thailand (สถานีอุตุนิยมวิทยาลำปาง)",https://aqicn.org/city/thailand/lampang-meteorological-station,18.2783333,99.5064666,109,pm25,109.0,75.0,11.5,1.8,0.6,0.1,12.2,92.3,1013.4,0.5,,,,2025-11-28 22:00:00,+07:00,1764367200,2025-11-28 21:09:34
1831,70.0,2025-11-24 20:43:16,1831,"Knowledge Park, Phayao, Thailand (อุทยานการเรียนรู้กว๊านพะเยา)",https://aqicn.org/city/thailand/phayao/knowledge-park,19.200226,99.893048,45,pm25,45.0,77.0,13.1,6.4,,0.1,10.5,92.0,981.3,0.5,,,,2025-11-29 04:00:00,+07:00,1764388800,2025-11-28 21:09:35
