global_uid,global_aqi_snapshot,global_snapshot_utc,station_idx,station_name,station_url,lat,lon,aqi,dominentpol,pm25,pm10,o3,no2,so2,co,t,h,p,w,dew,rain,uv,station_time,station_tz,station_unix,ingested_at_utc
10490,45.0,2025-11-24 20:43:16,2616,"Sri Aman, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/sri-aman,1.219656,111.464792,16,,,,,,,,26.0,94.0,1010.0,1.5,25.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:34
13647,59.0,2025-11-24 20:43:16,2616,"Sri Aman, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/sri-aman,1.219656,111.464792,16,,,,,,,,26.0,94.0,1010.0,1.5,25.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:34
13650,19.0,2025-11-24 20:43:16,1663,"South, Singapore",https://aqicn.org/city/singapore/south,1.296183,103.846181,78,pm25,78.0,25.0,3.0,,6.0,4.0,28.0,83.0,1010.0,2.5,25.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:35
13655,56.0,2025-11-24 20:43:16,2613,"Samarahan, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/samarahan,1.454853,110.491505,34,,,,,,,,26.0,94.0,1010.0,0.2,25.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:35
8289,85.0,2025-11-24 20:43:16,1663,"South, Singapore",https://aqicn.org/city/singapore/south,1.296183,103.846181,78,pm25,78.0,25.0,3.0,,6.0,4.0,28.0,83.0,1010.0,2.5,25.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:36
13651,89.0,2025-11-24 20:43:16,2616,"Sri Aman, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/sri-aman,1.219656,111.464792,16,,,,,,,,26.0,94.0,1010.0,1.5,25.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:36
14903,79.0,2025-11-24 20:43:16,1663,"South, Singapore",https://aqicn.org/city/singapore/south,1.296183,103.846181,78,pm25,78.0,25.0,3.0,,6.0,4.0,28.0,83.0,1010.0,2.5,25.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:36
8292,14.0,2025-11-24 20:43:16,2616,"Sri Aman, Sarawak, Malaysia",https://aqicn.org/city/malaysia/sarawak/sri-aman,1.219656,111.464792,16,,,,,,,,26.0,94.0,1010.0,1.5,25.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:36
13841,31.0,2025-11-24 20:43:16,2606,"Tawau, Sabah, Malaysia",https://aqicn.org/city/malaysia/sabah/tawau,4.249786,117.935864,46,,,,,,,,26.0,94.0,1008.0,1.0,25.0,,,2025-11-26 23:00:00,+08:00,1764198000,2025-11-26 16:13:37
11755,,2025-11-24 20:43:16,2589,"Port Dickson, Negeri Sembilan, Malaysia",https://aqicn.org/city/malaysia/negeri-sembilan/port-dickson,2.441383,101.866858,59,,,,,,,,26.5,85.5,1009.0,4.1,24.0,,,2025-11-27 00:00:00,+08:00,1764201600,2025-11-26 16:13:38
