global_uid,global_aqi_snapshot,global_snapshot_utc,station_idx,station_name,station_url,lat,lon,aqi,dominentpol,pm25,pm10,o3,no2,so2,co,t,h,p,w,dew,rain,uv,station_time,station_tz,station_unix,ingested_at_utc
781,68.0,2025-11-23 03:29:42,781,"Tianhu, Guangzhou (广州天湖)",https://aqicn.org/city/guangdong/guangzhou/tianhu,23.6502,113.6246,57,pm25,57.0,14.0,48.8,1.9,3.6,4.6,28.0,30.0,1017.0,2.0,9.0,,,2025-11-24 14:00:00,+08:00,1763992800,2025-11-24 08:17:27
784,151.0,2025-11-23 03:29:42,784,"Dòumén, Zhuhai (珠海斗门)",https://aqicn.org/city/guangdong/zhuhai/doumen,22.2281,113.299,119,pm25,119.0,54.0,87.1,12.8,4.6,3.7,23.0,60.0,1016.0,4.1,15.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:26
793,132.0,2025-11-23 03:29:42,793,"Gāomíng kǒngtáng, Foshan (佛山高明孔堂)",https://aqicn.org/city/guangdong/fushan/gaomingkongtang,22.8693,112.844,99,pm25,99.0,52.0,57.8,7.4,5.1,2.8,28.0,32.0,1017.0,3.6,10.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:34
801,114.0,2025-11-23 03:29:42,801,"Shuāngqiáo, Jiangmen (江门双桥)",https://aqicn.org/city/guangdong/jiangmen/shuangqiao,22.5862,112.5814,107,pm25,107.0,51.0,55.2,6.0,5.1,3.7,26.3,42.9,1010.8,3.0,12.7,99.6,,2025-11-24 14:00:00,+08:00,1763992800,2025-11-24 08:17:46
805,87.0,2025-11-23 03:29:42,805,"Kengkouzi station, Zhaoqing (肇庆坑口子站)",https://aqicn.org/city/guangdong/zhaoqing/kangkouzizhan,23.1617,112.565,93,pm25,93.0,40.0,52.6,8.3,5.1,4.6,28.0,32.0,1017.0,3.6,10.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:38
9851,104.0,2025-11-23 03:29:42,812,"Henan'an, Huizhou (惠州河南岸)",https://aqicn.org/city/guangdong/huizhou/henanan,23.0528,114.4183,95,pm25,95.0,42.0,,6.9,4.1,3.7,25.5,69.5,1015.6,0.2,,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:18:18
822,137.0,2025-11-23 03:29:42,822,"Yangtze River tourist area, Zhongshan (中山长江旅游区)",https://aqicn.org/city/guangdong/zhongshan/changjianglvyouqu,22.4886,113.434,97,pm25,97.0,46.0,64.9,12.8,5.6,5.5,24.0,57.0,1016.5,4.6,15.0,,,2025-11-24 14:00:00,+08:00,1763992800,2025-11-24 08:17:59
824,122.0,2025-11-23 03:29:42,824,"Zhangxi, Zhongshan (中山张溪)",https://aqicn.org/city/guangdong/zhongshan/zhangxi,22.5481,113.365,102,pm25,102.0,52.0,51.9,14.2,4.6,4.6,26.0,41.0,1016.0,2.5,12.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:18:18
916,122.0,2025-11-23 03:29:42,916,"Kwai Chung, Shenzhen (宝安区 新安街道)",https://aqicn.org/city/shenzhen/xixiang,22.575856,113.862238,95,pm25,95.0,53.0,87.1,10.6,3.1,3.7,26.0,41.0,1016.0,2.5,12.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:42
919,95.0,2025-11-23 03:29:42,919,"Pingshan, Shenzhen (坪山区 坪山街道)",https://aqicn.org/city/shenzhen/pingshan,22.690824,114.346126,80,pm25,80.0,42.0,48.8,8.7,5.1,5.5,25.5,69.4,1015.6,0.2,,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:54
921,97.0,2025-11-23 03:29:42,921,"Nan'aozhen, Shenzhen (大鹏新区 南澳街道)",https://aqicn.org/city/shenzhen/nanao,22.528186,114.496906,91,pm25,91.0,41.0,83.2,10.1,4.6,6.4,25.5,69.4,1015.6,0.2,,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:37
1302,97.0,2025-11-23 03:29:42,1302,"Gulangyu, Xiamen (厦门鼓浪屿)",https://aqicn.org/city/china/xiamen/gulangyu,24.445833333,118.06361111,107,pm25,107.0,50.0,69.5,15.6,2.6,5.5,26.0,50.0,1016.0,2.5,15.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:18:07
1335,109.0,2025-11-23 03:29:42,1335,"Daziran Garden, Nanning (南宁大自然花园)",https://aqicn.org/city/china/nanning/daziranhuayuan,22.805,108.383,95,pm25,95.0,39.0,48.0,5.5,4.6,3.7,25.0,41.0,1019.0,4.6,11.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:52
5253,85.0,2025-11-23 03:29:42,1342,"Xiuying Hainan Hospital, Haikou (海口秀英海南医院)",https://aqicn.org/city/china/haikou/xiuyinghainanyiyuan,20.0053,110.283,93,pm25,93.0,51.0,66.2,5.5,6.6,3.7,25.0,61.0,1016.0,4.6,17.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:14
5193,76.0,2025-11-23 03:29:42,1343,"Hainan Normal University, Haikou (海口海南师范大学)",https://aqicn.org/city/china/haikou/hainanshifandaxue,19.9969,110.338,95,pm25,95.0,48.0,73.4,5.5,6.1,4.6,25.0,61.0,1016.0,4.6,17.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:16:37
1502,76.0,2025-11-23 03:29:42,1502,Quanzhou (泉州),https://aqicn.org/city/quanzhou,24.874699,118.675464,76,pm25,76.0,53.0,61.7,9.2,2.1,5.5,26.0,50.0,1016.0,2.5,,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:33
1539,122.0,2025-11-23 03:29:42,1539,Shenzhen (深圳),https://aqicn.org/city/shenzhen,22.543099,114.057868,119,pm25,119.0,60.0,80.6,11.9,5.1,6.4,26.9,70.0,1016.4,2.5,,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:18:08
1540,151.0,2025-11-23 03:29:42,1540,Zhuhai (珠海),https://aqicn.org/city/zhuhai,22.270715,113.576726,127,pm25,127.0,58.0,87.1,17.0,4.6,6.4,26.0,60.0,1016.0,4.1,,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:17:29
1547,104.0,2025-11-23 03:29:42,1547,Dongguan (东莞),https://aqicn.org/city/dongguan,23.020536,113.751765,74,pm25,74.0,32.0,61.0,4.6,3.6,2.8,26.0,41.0,1016.0,2.5,,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:18:14
7089,70.0,2025-11-23 03:29:42,1555,Sanya (三亚),https://aqicn.org/city/sanya,18.252847,109.511909,63,pm25,63.0,30.0,42.3,3.7,2.6,4.6,27.0,69.0,1014.0,4.6,,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:16:42
1567,114.0,2025-11-23 03:29:42,1567,Yuxi (玉溪),https://aqicn.org/city/yuxi,24.352036,102.546543,87,pm25,87.0,50.0,27.7,8.7,2.1,3.7,13.0,58.0,1029.0,4.6,,99.2,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:18:12
1583,159.0,2025-11-23 03:29:42,1583,"Hanoi, Vietnam (Hà Nội)",https://aqicn.org/city/vietnam/hanoi,21.0491,105.8831,103,pm25,103.0,60.0,,1.0,13.0,4.0,26.0,44.0,1019.0,4.6,13.0,,,2025-11-24 14:00:00,+07:00,1763992800,2025-11-24 08:17:46
1606,53.0,2025-11-23 03:29:42,1606,"Longtan, Taiwan (龍潭)",https://aqicn.org/city/taiwan/longtan,24.863869,121.21635,65,pm25,65.0,36.0,39.3,12.0,2.6,2.5,23.1,70.0,1015.0,1.9,21.0,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:18:29
1609,55.0,2025-11-23 03:29:42,1609,"Hsinchu, Taiwan (新竹)",https://aqicn.org/city/taiwan/hsinchu,24.805619,120.972075,55,pm25,55.0,31.0,40.9,5.8,1.9,2.3,24.0,75.0,1015.3,3.0,21.6,,,2025-11-24 15:00:00,+08:00,1763996400,2025-11-24 08:18:35
1611,61.0,2025-11-23 03:29:42,1611,"Miaoli, Taiwan (苗栗)",https://aqicn.org/city/taiwan/miaoli,24.565269,120.8202,74,pm25,74.0,27.0,38.6,6.1,2.6,2.5,26.0,65.0,1016.0,2.2,19.0,,,2025-11-24 14:00:00,+08:00,1763992800,2025-11-24 08:18:26
